Frecuencia	Fecha
4	12/10/2020
2	18/10/2020
3	17/10/2020
2	11/10/2020
1	25/10/2020
12	3/10/2020
3	3/10/2020
4	25/10/2020
13	17/10/2020
7	18/10/2020
4	25/10/2020
1	27/10/2020
3	17/10/2020
4	17/10/2020
1	17/10/2020
1	17/10/2020
10	17/10/2020
10	26/10/2020
1	9/10/2020
1	7/10/2020
4	17/10/2020
1	17/10/2020
7	18/10/2020
1	17/10/2020
2	8/10/2020
12	17/10/2020
1	20/10/2020
3	3/10/2020
1	18/10/2020
4	17/10/2020
3	17/10/2020
11	17/10/2020
7	18/10/2020
14	17/10/2020
15	29/10/2020
5	11/10/2020
7	25/10/2020
14	17/10/2020
15	29/10/2020
2	17/10/2020
3	18/10/2020
6	10/10/2020
10	17/10/2020
12	20/10/2020
7	17/10/2020
1	17/10/2020
3	17/10/2020
5	11/10/2020
7	18/10/2020
3	16/10/2020
2	17/10/2020
3	3/10/2020
3	17/10/2020
1	10/10/2020
1	17/10/2020
14	17/10/2020
1	14/10/2020
3	17/10/2020
1	17/10/2020
1	17/10/2020
3	17/10/2020
9	29/10/2020
2	17/10/2020
4	18/10/2020
4	19/10/2020
4	22/10/2020
3	22/10/2020
3	3/10/2020
6	17/10/2020
3	16/10/2020
14	17/10/2020
1	23/10/2020
15	31/10/2020
3	17/10/2020
3	18/10/2020
4	4/10/2020
4	12/10/2020
5	17/10/2020
6	7/10/2020
3	3/10/2020
12	28/10/2020
3	17/10/2020
10	17/10/2020
3	17/10/2020
5	3/10/2020
1	7/10/2020
1	17/10/2020
1	10/10/2020
4	24/10/2020
1	29/10/2020
5	11/10/2020
1	5/10/2020
2	17/10/2020
1	5/10/2020
1	31/10/2020
5	11/10/2020
11	17/10/2020
6	4/10/2020
3	7/10/2020
5	17/10/2020
7	31/10/2020
7	31/10/2020
3	2/10/2020
1	13/10/2020
2	17/10/2020
2	17/10/2020
3	12/11/2020
5	14/11/2020
2	3/11/2020
1	12/11/2020
6	23/11/2020
1	5/11/2020
4	7/11/2020
1	8/11/2020
7	14/11/2020
10	16/11/2020
8	7/11/2020
8	29/11/2020
2	29/11/2020
6	22/11/2020
1	30/11/2020
3	21/11/2020
4	20/11/2020
1	15/11/2020
1	21/11/2020
2	6/11/2020
15	21/11/2020
1	5/11/2020
1	20/11/2020
5	15/11/2020
4	23/11/2020
2	21/11/2020
1	25/11/2020
1	12/11/2020
6	12/11/2020
15	22/11/2020
2	13/11/2020
16	28/11/2020
12	29/11/2020
2	22/11/2020
2	20/11/2020
17	8/11/2020
1	18/11/2020
4	2/11/2020
12	11/11/2020
20	22/11/2020
15	5/11/2020
26	8/11/2020
2	28/11/2020
8	29/11/2020
10	22/11/2020
6	8/11/2020
3	28/11/2020
5	14/11/2020
7	12/11/2020
3	12/11/2020
4	22/11/2020
1	20/11/2020
1	5/11/2020
6	6/11/2020
2	8/11/2020
1	5/11/2020
1	5/11/2020
4	7/11/2020
1	12/11/2020
6	7/11/2020
5	16/11/2020
2	10/11/2020
2	7/11/2020
11	19/11/2020
25	21/11/2020
1	21/11/2020
7	23/11/2020
4	2/11/2020
5	14/11/2020
6	6/11/2020
8	29/11/2020
3	2/11/2020
5	3/11/2020
5	3/11/2020
3	10/11/2020
7	6/11/2020
3	11/11/2020
2	10/11/2020
8	4/11/2020
8	21/11/2020
4	15/11/2020
3	13/11/2020
1	18/11/2020
10	16/11/2020
6	12/11/2020
3	4/11/2020
2	8/11/2020
8	21/11/2020
5	27/11/2020
6	7/11/2020
6	12/11/2020
1	21/11/2020
10	22/11/2020
5	12/11/2020
4	19/11/2020
15	6/11/2020
2	13/11/2020
7	27/11/2020
1	10/11/2020
17	8/11/2020
14	29/11/2020
5	1/11/2020
8	29/11/2020
15	14/11/2020
20	29/11/2020
2	20/11/2020
15	8/11/2020
2	9/11/2020
2	15/11/2020
3	8/11/2020
1	12/11/2020
1	13/11/2020
1	8/11/2020
5	29/11/2020
2	20/11/2020
10	22/11/2020
2	11/11/2020
2	29/11/2020
1	7/11/2020
3	8/11/2020
5	14/11/2020
8	29/11/2020
7	28/11/2020
1	14/11/2020
4	15/11/2020
1	21/11/2020
5	29/11/2020
2	10/11/2020
3	8/11/2020
3	21/11/2020
5	7/11/2020
2	28/11/2020
5	16/11/2020
5	14/11/2020
12	11/11/2020
6	12/11/2020
6	15/11/2020
12	11/11/2020
10	22/11/2020
8	4/11/2020
5	24/11/2020
8	20/11/2020
9	23/11/2020
2	12/11/2020
8	3/11/2020
1	8/11/2020
2	26/11/2020
3	26/11/2020
12	27/11/2020
3	15/11/2020
5	29/11/2020
1	21/11/2020
1	12/11/2020
4	8/11/2020
8	20/11/2020
14	4/11/2020
2	15/11/2020
2	13/11/2020
10	7/11/2020
1	4/11/2020
5	24/11/2020
15	8/11/2020
8	20/11/2020
1	14/11/2020
3	4/11/2020
4	9/11/2020
2	13/11/2020
6	14/11/2020
36	24/11/2020
3	18/11/2020
5	24/11/2020
3	6/11/2020
1	22/11/2020
4	7/11/2020
5	27/11/2020
1	5/11/2020
1	9/11/2020
4	22/11/2020
2	15/11/2020
2	13/11/2020
6	30/11/2020
4	7/11/2020
2	12/11/2020
10	22/11/2020
12	11/11/2020
6	12/11/2020
2	15/11/2020
4	7/11/2020
2	23/11/2020
10	7/11/2020
8	4/11/2020
3	18/11/2020
3	28/11/2020
4	14/11/2020
1	27/11/2020
3	28/11/2020
14	16/11/2020
5	8/11/2020
7	22/11/2020
4	22/11/2020
6	22/11/2020
2	13/11/2020
1	5/11/2020
25	21/11/2020
1	29/11/2020
3	8/11/2020
3	10/11/2020
6	19/11/2020
10	22/11/2020
3	19/11/2020
6	12/11/2020
4	12/11/2020
6	30/11/2020
1	4/11/2020
3	6/11/2020
9	15/11/2020
1	20/11/2020
5	3/11/2020
6	14/11/2020
3	1/11/2020
2	20/11/2020
2	24/11/2020
1	12/11/2020
8	7/11/2020
15	1/11/2020
5	8/11/2020
2	15/11/2020
1	1/11/2020
3	1/11/2020
8	1/11/2020
1	5/11/2020
1	8/11/2020
1	4/11/2020
3	12/11/2020
6	30/11/2020
6	7/11/2020
2	30/11/2020
1	8/11/2020
6	23/11/2020
3	7/11/2020
7	22/11/2020
2	13/11/2020
2	30/11/2020
6	9/11/2020
2	15/11/2020
6	9/11/2020
6	30/11/2020
2	15/11/2020
1	13/11/2020
5	15/11/2020
8	29/11/2020
7	25/11/2020
1	22/11/2020
1	14/11/2020
3	2/11/2020
5	28/11/2020
5	10/11/2020
1	14/11/2020
6	8/11/2020
4	15/11/2020
1	21/11/2020
2	14/11/2020
1	5/11/2020
2	20/11/2020
2	15/11/2020
1	21/11/2020
5	3/11/2020
6	9/11/2020
3	28/11/2020
8	22/11/2020
2	10/11/2020
5	28/11/2020
5	7/11/2020
3	12/11/2020
1	10/11/2020
1	30/11/2020
6	16/11/2020
2	28/11/2020
7	8/11/2020
1	22/11/2020
5	3/11/2020
2	7/11/2020
6	14/11/2020
20	5/12/2020
2	5/12/2020
5	17/12/2020
5	19/12/2020
3	20/12/2020
3	18/12/2020
15	18/12/2020
1	13/12/2020
13	17/12/2020
8	23/12/2020
2	29/12/2020
2	19/12/2020
4	13/12/2020
7	21/12/2020
4	20/12/2020
2	8/12/2020
5	11/12/2020
1	29/12/2020
1	19/12/2020
1	27/12/2020
2	19/12/2020
5	14/12/2020
2	20/12/2020
3	25/12/2020
1	21/12/2020
2	14/12/2020
2	6/12/2020
4	17/12/2020
2	20/12/2020
3	24/12/2020
3	24/12/2020
1	5/12/2020
1	30/12/2020
3	4/12/2020
1	21/12/2020
2	8/12/2020
2	19/12/2020
2	19/12/2020
5	14/12/2020
7	15/12/2020
9	4/12/2020
10	15/12/2020
12	4/12/2020
2	20/12/2020
4	20/12/2020
1	15/12/2020
6	19/12/2020
6	17/12/2020
1	15/12/2020
8	28/12/2020
8	29/12/2020
6	31/12/2020
2	19/12/2020
2	17/12/2020
1	14/12/2020
1	4/12/2020
20	28/12/2020
2	20/12/2020
4	1/12/2020
6	8/12/2020
5	19/12/2020
2	14/12/2020
10	29/12/2020
3	29/12/2020
3	26/12/2020
7	21/12/2020
2	10/12/2020
4	27/12/2020
6	9/12/2020
12	4/12/2020
4	20/12/2020
35	20/12/2020
5	22/12/2020
1	20/12/2020
5	19/12/2020
5	19/12/2020
5	28/12/2020
2	25/12/2020
6	8/12/2020
1	19/12/2020
6	4/12/2020
4	27/12/2020
8	6/12/2020
1	13/12/2020
9	30/12/2020
2	1/12/2020
6	29/12/2020
1	4/12/2020
1	21/12/2020
13	17/12/2020
1	20/12/2020
3	28/12/2020
4	13/12/2020
4	5/12/2020
14	31/12/2020
7	27/12/2020
2	19/12/2020
1	4/12/2020
2	25/12/2020
4	13/12/2020
3	21/12/2020
5	14/12/2020
2	14/12/2020
2	22/12/2020
7	3/12/2020
2	12/12/2020
11	24/12/2020
1	9/12/2020
2	25/12/2020
2	9/12/2020
6	31/12/2020
2	7/12/2020
3	12/12/2020
3	20/12/2020
3	30/12/2020
5	29/12/2020
4	26/12/2020
24	4/12/2020
2	20/12/2020
3	10/12/2020
8	6/12/2020
1	29/12/2020
2	22/12/2020
4	12/12/2020
6	4/12/2020
15	8/12/2020
4	6/12/2020
1	10/12/2020
1	19/12/2020
8	20/12/2020
2	4/12/2020
4	29/12/2020
2	25/12/2020
2	20/12/2020
4	5/12/2020
1	13/12/2020
3	4/12/2020
15	18/12/2020
1	20/12/2020
4	6/12/2020
1	30/12/2020
3	3/12/2020
15	26/12/2020
6	9/12/2020
3	31/12/2020
4	23/12/2020
2	31/12/2020
5	28/12/2020
2	26/12/2020
14	15/12/2020
5	14/12/2020
7	21/12/2020
2	5/12/2020
5	11/12/2020
4	13/12/2020
5	4/12/2020
2	19/12/2020
2	20/12/2020
4	5/12/2020
1	20/12/2020
2	23/12/2020
2	29/12/2020
2	25/12/2020
2	20/12/2020
2	7/12/2020
1	20/12/2020
2	19/12/2020
1	6/12/2020
4	12/12/2020
4	15/12/2020
2	8/12/2020
8	13/12/2020
6	28/12/2020
6	29/12/2020
1	18/12/2020
1	20/12/2020
1	10/12/2020
2	19/12/2020
1	21/12/2020
1	20/12/2020
5	23/12/2020
3	26/12/2020
1	30/12/2020
10	15/12/2020
5	17/12/2020
1	30/12/2020
3	21/12/2020
2	19/12/2020
1	20/12/2020
2	20/12/2020
5	4/12/2020
5	31/12/2020
5	31/12/2020
1	13/12/2020
26	21/12/2020
31	28/12/2020
7	13/12/2020
2	20/12/2020
1	4/12/2020
1	3/12/2020
2	22/12/2020
5	7/12/2020
4	12/12/2020
5	4/12/2020
5	11/12/2020
4	5/12/2020
5	16/12/2020
1	19/12/2020
1	13/12/2020
20	5/12/2020
1	24/12/2020
4	5/12/2020
1	20/12/2020
6	29/12/2020
6	19/12/2020
3	18/12/2020
5	14/12/2020
1	9/12/2020
3	4/12/2020
8	29/12/2020
8	29/12/2020
10	8/12/2020
1	20/12/2020
3	27/12/2020
3	6/12/2020
1	13/12/2020
1	13/12/2020
4	26/12/2020
1	4/12/2020
11	3/12/2020
4	21/12/2020
2	20/12/2020
4	27/12/2020
3	13/12/2020
4	5/12/2020
1	14/12/2020
1	20/12/2020
2	9/12/2020
1	1/12/2020
1	21/12/2020
1	30/12/2020
3	30/12/2020
5	20/12/2020
11	2/12/2020
8	23/12/2020
4	18/12/2020
1	12/12/2020
8	6/12/2020
10	16/12/2020
2	5/12/2020
1	3/12/2020
7	22/12/2020
3	6/12/2020
4	20/12/2020
6	19/12/2020
2	29/12/2020
2	25/12/2020
35	20/12/2020
1	20/12/2020
1	13/12/2020
1	14/12/2020
2	20/12/2020
9	26/12/2020
3	17/12/2020
12	30/12/2020
1	4/12/2020
3	20/12/2020
6	31/12/2020
12	4/12/2020
1	13/12/2020
4	26/12/2020
1	14/12/2020
2	20/12/2020
5	12/12/2020
5	22/12/2020
5	29/12/2020
7	6/12/2020
1	19/12/2020
5	13/12/2020
1	13/12/2020
3	27/12/2020
2	19/12/2020
1	19/12/2020
2	7/12/2020
2	19/12/2020
2	19/12/2020
5	31/12/2020
2	19/12/2020
1	26/12/2020
8	23/12/2020
5	26/12/2020
1	20/12/2020
5	26/12/2020
8	29/12/2020
35	20/12/2020
1	5/12/2020
3	20/12/2020
2	30/12/2020
5	22/12/2020
2	20/12/2020
8	16/12/2020
1	17/12/2020
6	7/12/2020
1	15/12/2020
1	4/12/2020
2	26/12/2020
1	9/12/2020
2	4/12/2020
5	14/12/2020
2	15/12/2020
2	29/12/2020
4	5/12/2020
9	6/12/2020
1	3/12/2020
4	13/12/2020
6	31/12/2020
1	17/12/2020
6	8/12/2020
1	15/12/2020
1	24/12/2020
23	20/12/2020
10	26/12/2020
5	11/12/2020
6	4/12/2020
2	28/12/2020
8	6/12/2020
5	5/12/2020
23	20/12/2020
6	19/12/2020
8	23/12/2020
3	29/01/2021
3	16/01/2021
4	2/01/2021
1	18/01/2021
6	7/01/2021
5	12/01/2021
5	7/01/2021
5	23/01/2021
3	23/01/2021
2	31/01/2021
5	21/01/2021
5	17/01/2021
1	24/01/2021
9	13/01/2021
4	30/01/2021
2	11/01/2021
1	17/01/2021
5	5/01/2021
1	15/01/2021
5	4/01/2021
6	1/01/2021
1	21/01/2021
1	10/01/2021
1	16/01/2021
2	9/01/2021
6	7/01/2021
8	22/01/2021
5	12/01/2021
2	3/01/2021
1	26/01/2021
2	18/01/2021
6	23/01/2021
3	26/01/2021
4	2/01/2021
6	15/01/2021
3	13/01/2021
2	30/01/2021
5	25/01/2021
3	9/01/2021
2	8/01/2021
7	12/01/2021
1	18/01/2021
4	25/01/2021
1	18/01/2021
4	24/01/2021
1	18/01/2021
1	29/01/2021
1	9/01/2021
11	2/01/2021
1	9/01/2021
4	31/01/2021
1	21/01/2021
7	31/01/2021
1	18/01/2021
3	29/01/2021
2	26/01/2021
1	31/01/2021
3	22/01/2021
2	20/01/2021
30	10/01/2021
6	2/01/2021
5	4/01/2021
4	2/01/2021
1	16/01/2021
1	9/01/2021
2	15/01/2021
4	31/01/2021
5	1/01/2021
2	2/01/2021
2	17/01/2021
3	22/01/2021
3	28/01/2021
4	3/01/2021
3	9/01/2021
1	16/01/2021
7	31/01/2021
4	10/01/2021
3	8/01/2021
2	31/01/2021
2	4/01/2021
6	3/01/2021
1	27/01/2021
13	6/01/2021
1	23/01/2021
7	31/01/2021
2	29/01/2021
2	16/01/2021
5	29/01/2021
8	22/01/2021
1	1/01/2021
5	3/01/2021
1	30/01/2021
2	5/01/2021
5	5/01/2021
7	31/01/2021
13	6/01/2021
5	24/01/2021
3	23/01/2021
10	16/01/2021
12	30/01/2021
1	26/01/2021
2	31/01/2021
7	12/01/2021
7	7/01/2021
7	12/01/2021
9	3/01/2021
1	24/01/2021
5	4/01/2021
5	7/01/2021
13	6/01/2021
2	24/01/2021
10	11/01/2021
3	8/01/2021
6	7/01/2021
2	24/01/2021
4	26/01/2021
1	30/01/2021
1	18/01/2021
4	2/01/2021
2	3/01/2021
2	8/01/2021
4	17/01/2021
2	27/01/2021
2	9/01/2021
1	28/01/2021
1	17/01/2021
2	24/01/2021
3	5/01/2021
2	7/01/2021
1	24/01/2021
3	8/01/2021
6	30/01/2021
7	31/01/2021
1	23/01/2021
1	30/01/2021
2	9/01/2021
3	13/01/2021
7	31/01/2021
9	3/01/2021
1	2/01/2021
5	17/01/2021
4	9/01/2021
5	6/01/2021
10	24/01/2021
3	8/01/2021
3	28/01/2021
9	4/01/2021
5	8/01/2021
2	26/01/2021
9	15/01/2021
2	8/01/2021
2	8/01/2021
5	3/01/2021
1	7/01/2021
8	2/01/2021
9	13/01/2021
4	6/01/2021
2	26/01/2021
5	22/01/2021
1	23/01/2021
7	31/01/2021
10	6/01/2021
1	29/01/2021
2	15/01/2021
6	16/01/2021
12	6/01/2021
5	12/01/2021
3	28/01/2021
2	17/01/2021
10	23/01/2021
2	2/01/2021
3	20/01/2021
7	24/01/2021
5	3/01/2021
1	10/01/2021
3	17/01/2021
8	2/01/2021
9	3/01/2021
2	13/01/2021
20	2/01/2021
1	24/01/2021
2	5/01/2021
1	3/01/2021
5	6/01/2021
3	17/01/2021
2	20/01/2021
4	10/01/2021
5	5/01/2021
6	7/01/2021
17	18/01/2021
4	27/01/2021
1	24/01/2021
1	1/01/2021
2	16/01/2021
4	10/01/2021
5	6/01/2021
2	16/01/2021
5	6/01/2021
2	22/01/2021
3	23/01/2021
2	8/01/2021
5	9/01/2021
3	15/01/2021
5	4/01/2021
2	6/01/2021
12	28/01/2021
6	9/01/2021
3	26/01/2021
8	14/01/2021
3	23/01/2021
7	12/01/2021
1	31/01/2021
7	31/01/2021
8	8/01/2021
2	24/01/2021
2	22/01/2021
2	22/01/2021
5	23/01/2021
3	4/01/2021
5	16/01/2021
1	20/01/2021
1	30/01/2021
5	6/01/2021
1	4/01/2021
1	5/01/2021
5	5/01/2021
1	24/01/2021
1	8/01/2021
24	22/01/2021
4	19/01/2021
1	24/01/2021
5	24/01/2021
2	16/01/2021
2	22/01/2021
2	8/01/2021
4	19/01/2021
3	20/01/2021
2	16/01/2021
10	23/01/2021
7	24/01/2021
1	16/01/2021
5	5/01/2021
12	17/01/2021
7	24/01/2021
3	21/01/2021
2	19/01/2021
6	14/01/2021
5	7/01/2021
3	5/01/2021
6	14/01/2021
3	8/01/2021
2	11/01/2021
4	2/01/2021
6	22/01/2021
1	5/01/2021
2	31/01/2021
1	29/01/2021
8	3/01/2021
14	6/01/2021
3	20/01/2021
24	22/01/2021
8	8/01/2021
8	22/01/2021
1	23/01/2021
1	2/01/2021
3	24/01/2021
7	31/01/2021
2	19/01/2021
5	3/01/2021
2	24/01/2021
2	4/01/2021
1	30/01/2021
6	29/01/2021
25	9/01/2021
1	23/01/2021
5	14/01/2021
8	22/01/2021
1	30/01/2021
6	23/01/2021
6	29/01/2021
10	6/01/2021
1	30/01/2021
5	6/01/2021
1	30/01/2021
1	29/01/2021
1	4/01/2021
9	2/01/2021
2	2/01/2021
5	30/01/2021
10	30/01/2021
2	27/01/2021
5	24/01/2021
1	6/01/2021
1	30/01/2021
6	30/01/2021
7	12/01/2021
1	2/01/2021
1	6/01/2021
1	29/01/2021
1	11/01/2021
4	2/01/2021
1	14/01/2021
3	22/01/2021
1	18/01/2021
7	7/01/2021
5	30/01/2021
1	2/01/2021
2	2/01/2021
4	15/01/2021
7	7/01/2021
3	22/01/2021
8	26/01/2021
13	31/01/2021
2	19/01/2021
1	9/01/2021
2	2/01/2021
10	11/01/2021
1	12/01/2021
3	31/01/2021
1	3/01/2021
3	2/01/2021
2	1/01/2021
4	6/01/2021
1	23/01/2021
4	31/01/2021
4	5/01/2021
12	30/01/2021
10	29/01/2021
3	29/01/2021
1	15/01/2021
4	1/01/2021
1	30/01/2021
1	23/01/2021
5	26/01/2021
5	1/01/2021
10	11/01/2021
8	3/01/2021
3	22/01/2021
2	8/01/2021
2	9/01/2021
2	16/01/2021
8	3/01/2021
4	31/01/2021
5	12/01/2021
3	7/01/2021
5	12/01/2021
18	2/01/2021
8	8/01/2021
4	10/01/2021
5	12/01/2021
27	10/01/2021
9	11/01/2021
7	12/01/2021
3	23/01/2021
4	10/01/2021
2	8/01/2021
5	24/01/2021
17	7/01/2021
8	2/01/2021
2	22/01/2021
4	9/01/2021
3	9/01/2021
2	17/01/2021
4	8/01/2021
5	21/01/2021
8	21/01/2021
8	22/01/2021
24	22/01/2021
20	2/01/2021
1	10/01/2021
1	15/01/2021
2	19/01/2021
1	3/01/2021
7	12/01/2021
1	6/01/2021
1	16/01/2021
7	12/01/2021
4	24/01/2021
1	10/01/2021
1	10/01/2021
2	21/01/2021
1	30/01/2021
9	4/01/2021
2	17/01/2021
3	12/01/2021
3	8/01/2021
24	22/01/2021
1	22/01/2021
1	31/01/2021
1	5/01/2021
7	1/01/2021
8	3/01/2021
2	16/01/2021
1	23/01/2021
20	3/01/2021
2	26/01/2021
4	31/01/2021
13	6/01/2021
7	24/01/2021
4	19/01/2021
10	6/01/2021
6	29/01/2021
5	6/01/2021
20	17/01/2021
5	17/01/2021
5	17/01/2021
1	16/01/2021
2	30/01/2021
1	25/01/2021
2	1/02/2021
2	14/02/2021
1	1/02/2021
2	17/02/2021
1	1/02/2021
3	6/02/2021
8	14/02/2021
2	13/02/2021
11	13/02/2021
5	22/02/2021
8	25/02/2021
4	28/02/2021
2	11/02/2021
18	14/02/2021
2	5/02/2021
10	21/02/2021
2	9/02/2021
5	6/02/2021
12	6/02/2021
7	11/02/2021
2	17/02/2021
6	7/02/2021
3	9/02/2021
2	13/02/2021
8	17/02/2021
1	21/02/2021
3	6/02/2021
1	27/02/2021
11	22/02/2021
17	8/02/2021
3	4/02/2021
1	24/02/2021
3	28/02/2021
6	14/02/2021
4	20/02/2021
5	27/02/2021
2	14/02/2021
3	7/02/2021
17	7/02/2021
2	20/02/2021
7	11/02/2021
1	6/02/2021
1	1/02/2021
3	26/02/2021
3	25/02/2021
1	27/02/2021
3	9/02/2021
3	15/02/2021
1	18/02/2021
4	2/02/2021
1	17/02/2021
3	6/02/2021
2	20/02/2021
7	11/02/2021
6	26/02/2021
2	13/02/2021
30	13/02/2021
1	27/02/2021
3	12/02/2021
7	11/02/2021
4	27/02/2021
5	12/02/2021
5	6/02/2021
4	11/02/2021
2	8/02/2021
6	7/02/2021
9	26/02/2021
6	27/02/2021
2	7/02/2021
6	26/02/2021
23	1/02/2021
6	18/02/2021
1	27/02/2021
40	26/02/2021
5	27/02/2021
3	26/02/2021
3	6/02/2021
9	24/02/2021
3	28/02/2021
5	6/02/2021
3	5/02/2021
7	19/02/2021
4	13/02/2021
3	17/02/2021
2	10/02/2021
2	15/02/2021
30	27/02/2021
6	27/02/2021
1	1/02/2021
4	19/02/2021
40	26/02/2021
3	13/02/2021
3	28/02/2021
2	28/02/2021
4	21/02/2021
2	13/02/2021
5	6/02/2021
3	23/02/2021
6	27/02/2021
2	28/02/2021
7	25/02/2021
5	20/02/2021
2	28/02/2021
30	27/02/2021
5	27/02/2021
1	26/02/2021
4	20/02/2021
1	17/02/2021
10	13/02/2021
9	21/02/2021
10	11/02/2021
1	2/02/2021
4	20/02/2021
1	6/02/2021
4	20/02/2021
3	20/02/2021
1	12/02/2021
4	6/02/2021
2	21/02/2021
1	1/02/2021
4	20/02/2021
4	14/02/2021
2	20/02/2021
4	26/02/2021
2	14/02/2021
3	12/02/2021
27	10/02/2021
1	17/02/2021
2	5/02/2021
2	10/02/2021
6	7/02/2021
4	26/02/2021
2	5/02/2021
5	10/02/2021
12	6/02/2021
3	28/02/2021
4	1/02/2021
7	11/02/2021
4	22/02/2021
3	1/02/2021
1	20/02/2021
6	26/02/2021
10	2/02/2021
1	27/02/2021
2	11/02/2021
6	5/02/2021
1	26/02/2021
30	13/02/2021
1	27/02/2021
2	15/02/2021
2	17/02/2021
3	6/02/2021
6	14/02/2021
3	5/02/2021
27	10/02/2021
4	16/02/2021
2	28/02/2021
8	14/02/2021
4	20/02/2021
6	27/02/2021
8	5/02/2021
6	7/02/2021
6	14/02/2021
2	5/02/2021
5	6/02/2021
3	4/02/2021
3	6/02/2021
2	12/02/2021
3	5/02/2021
10	28/02/2021
5	20/02/2021
2	14/02/2021
3	15/02/2021
2	6/02/2021
6	21/02/2021
1	2/02/2021
26	4/02/2021
5	11/02/2021
30	27/02/2021
8	14/02/2021
6	14/02/2021
2	17/02/2021
3	17/02/2021
6	27/02/2021
3	7/02/2021
5	21/02/2021
7	26/02/2021
3	20/02/2021
30	27/02/2021
3	16/02/2021
1	13/02/2021
5	27/02/2021
7	26/02/2021
1	28/02/2021
4	20/02/2021
39	21/02/2021
3	1/02/2021
4	20/02/2021
4	20/02/2021
5	6/02/2021
3	14/02/2021
1	9/02/2021
10	16/02/2021
63	4/02/2021
3	5/02/2021
6	13/02/2021
2	16/02/2021
6	13/02/2021
2	1/02/2021
2	20/02/2021
12	26/02/2021
6	26/02/2021
2	14/02/2021
5	21/02/2021
3	6/02/2021
2	9/02/2021
3	17/02/2021
12	27/02/2021
2	28/02/2021
2	5/02/2021
4	26/02/2021
4	20/02/2021
10	20/02/2021
4	15/02/2021
5	6/02/2021
2	20/02/2021
1	27/02/2021
2	2/02/2021
1	2/02/2021
3	26/02/2021
4	20/02/2021
6	7/02/2021
2	30/03/2021
10	21/03/2021
2	8/03/2021
7	30/03/2021
3	29/03/2021
3	21/03/2021
1	1/03/2021
1	20/03/2021
6	30/03/2021
10	3/03/2021
2	31/03/2021
1	15/03/2021
12	2/03/2021
5	31/03/2021
12	4/03/2021
1	20/03/2021
1	6/03/2021
17	12/03/2021
10	27/03/2021
1	28/03/2021
1	7/03/2021
4	27/03/2021
1	28/03/2021
5	3/03/2021
2	7/03/2021
1	12/03/2021
7	16/03/2021
8	23/03/2021
36	6/03/2021
5	15/03/2021
8	5/03/2021
7	30/03/2021
4	23/03/2021
4	30/03/2021
33	13/03/2021
5	16/03/2021
8	28/03/2021
10	23/03/2021
1	2/03/2021
3	5/03/2021
7	14/03/2021
1	17/03/2021
20	30/03/2021
1	20/03/2021
6	21/03/2021
20	9/03/2021
4	29/03/2021
2	21/03/2021
5	15/03/2021
3	21/03/2021
1	14/03/2021
5	14/03/2021
2	28/03/2021
4	31/03/2021
4	16/03/2021
1	11/03/2021
3	5/03/2021
9	2/03/2021
3	21/03/2021
4	11/03/2021
6	6/03/2021
3	3/03/2021
7	10/03/2021
3	21/03/2021
4	31/03/2021
2	28/03/2021
5	6/03/2021
2	28/03/2021
4	29/03/2021
7	14/03/2021
4	3/03/2021
3	27/03/2021
2	28/03/2021
2	17/03/2021
4	3/03/2021
3	8/03/2021
3	9/03/2021
5	19/03/2021
10	21/03/2021
2	28/03/2021
3	12/03/2021
5	7/03/2021
16	20/03/2021
2	1/03/2021
3	8/03/2021
25	27/03/2021
3	30/03/2021
13	2/03/2021
4	11/03/2021
3	20/03/2021
2	4/03/2021
7	10/03/2021
1	14/03/2021
2	7/03/2021
1	11/03/2021
2	8/03/2021
1	12/03/2021
1	29/03/2021
7	10/03/2021
7	14/03/2021
7	16/03/2021
1	12/03/2021
1	20/03/2021
1	27/03/2021
1	14/03/2021
2	7/03/2021
3	4/03/2021
5	7/03/2021
3	9/03/2021
1	29/03/2021
2	6/03/2021
7	30/03/2021
2	9/03/2021
4	22/03/2021
1	6/03/2021
6	28/03/2021
2	20/03/2021
3	21/03/2021
5	31/03/2021
8	6/03/2021
3	21/03/2021
2	31/03/2021
3	20/03/2021
6	14/03/2021
2	7/03/2021
4	11/03/2021
2	7/03/2021
12	14/03/2021
5	14/03/2021
6	21/03/2021
8	6/03/2021
4	12/03/2021
16	1/03/2021
5	29/03/2021
7	16/03/2021
2	12/03/2021
5	17/03/2021
1	15/03/2021
19	16/03/2021
3	9/03/2021
2	30/03/2021
3	10/03/2021
4	17/03/2021
6	5/03/2021
5	15/03/2021
8	6/03/2021
1	20/03/2021
5	6/03/2021
2	8/03/2021
9	17/03/2021
1	14/03/2021
1	28/03/2021
2	9/03/2021
3	9/03/2021
5	14/03/2021
2	6/03/2021
11	1/03/2021
1	23/03/2021
5	21/03/2021
6	14/03/2021
1	12/03/2021
5	3/03/2021
3	17/03/2021
1	14/03/2021
4	14/03/2021
4	23/03/2021
4	31/03/2021
7	30/03/2021
2	7/03/2021
6	28/03/2021
2	14/03/2021
2	20/03/2021
5	17/03/2021
17	6/03/2021
6	21/03/2021
2	29/03/2021
10	20/03/2021
1	28/03/2021
1	11/03/2021
4	13/03/2021
4	11/03/2021
5	2/03/2021
3	29/03/2021
6	2/03/2021
20	21/03/2021
4	3/03/2021
10	27/03/2021
8	10/03/2021
20	21/03/2021
10	27/03/2021
3	17/03/2021
5	31/03/2021
5	31/03/2021
10	21/03/2021
