Frecuencia	Fecha
3	9/05/2020
1	14/05/2020
1	9/05/2020
10	18/05/2020
1	15/05/2020
1	25/05/2020
3	9/05/2020
1	9/05/2020
2	9/05/2020
30	9/05/2020
4	1/05/2020
3	9/05/2020
6	9/05/2020
1	2/05/2020
5	9/05/2020
15	9/05/2020
2	13/05/2020
7	17/05/2020
6	9/05/2020
3	20/05/2020
3	9/05/2020
3	23/05/2020
15	9/05/2020
2	9/05/2020
4	3/05/2020
5	9/05/2020
1	9/05/2020
2	9/05/2020
2	9/05/2020
3	9/05/2020
2	2/05/2020
5	14/05/2020
3	9/05/2020
2	19/05/2020
1	14/05/2020
1	9/05/2020
10	9/05/2020
1	8/05/2020
15	20/05/2020
3	9/05/2020
9	9/05/2020
1	17/05/2020
8	9/05/2020
4	9/05/2020
3	9/05/2020
2	4/05/2020
3	9/05/2020
1	27/05/2020
12	9/05/2020
6	16/05/2020
3	10/05/2020
3	11/05/2020
16	9/05/2020
4	21/05/2020
3	9/05/2020
2	9/05/2020
5	10/05/2020
2	9/05/2020
5	4/05/2020
2	9/05/2020
15	9/05/2020
3	5/05/2020
5	2/05/2020
2	15/05/2020
1	6/05/2020
3	9/05/2020
2	9/05/2020
5	9/05/2020
1	9/05/2020
15	26/05/2020
7	9/05/2020
3	9/05/2020
21	9/05/2020
3	1/05/2020
2	26/05/2020
4	9/05/2020
1	2/05/2020
3	9/05/2020
2	9/05/2020
14	5/05/2020
6	6/05/2020
2	15/05/2020
2	29/05/2020
15	9/05/2020
10	13/05/2020
2	10/05/2020
6	3/05/2020
25	9/05/2020
13	29/05/2020
9	9/05/2020
8	9/05/2020
20	9/05/2020
3	9/05/2020
2	3/05/2020
4	9/05/2020
1	9/05/2020
10	23/05/2020
8	21/05/2020
4	9/05/2020
2	9/05/2020
5	9/05/2020
4	9/05/2020
4	9/05/2020
4	23/05/2020
7	13/05/2020
4	9/05/2020
2	9/05/2020
11	9/05/2020
4	9/05/2020
8	9/05/2020
2	9/05/2020
10	23/05/2020
5	9/05/2020
6	9/05/2020
7	9/05/2020
4	3/05/2020
8	9/05/2020
7	17/05/2020
2	31/05/2020
3	14/05/2020
18	14/05/2020
5	9/05/2020
2	9/05/2020
4	9/05/2020
21	8/05/2020
5	9/05/2020
3	30/05/2020
1	23/05/2020
2	9/05/2020
2	9/05/2020
10	9/05/2020
2	8/05/2020
2	27/05/2020
2	9/05/2020
37	21/05/2020
20	3/05/2020
2	9/05/2020
1	9/05/2020
2	6/05/2020
12	25/05/2020
4	29/05/2020
6	9/05/2020
1	9/05/2020
2	8/05/2020
1	24/05/2020
5	9/05/2020
3	9/05/2020
1	1/05/2020
3	9/05/2020
8	22/05/2020
9	10/05/2020
1	8/05/2020
2	9/05/2020
5	29/05/2020
1	9/05/2020
6	8/05/2020
9	9/05/2020
2	17/05/2020
6	3/05/2020
5	3/05/2020
3	6/05/2020
2	8/05/2020
2	26/05/2020
3	9/05/2020
2	9/05/2020
10	9/05/2020
4	9/05/2020
2	9/05/2020
4	3/05/2020
3	24/05/2020
3	9/05/2020
2	10/05/2020
5	9/05/2020
6	9/05/2020
5	10/05/2020
2	18/05/2020
12	25/05/2020
5	9/05/2020
1	9/05/2020
7	9/05/2020
1	12/05/2020
3	16/05/2020
1	9/05/2020
3	9/05/2020
1	31/05/2020
5	9/05/2020
1	9/05/2020
1	14/05/2020
1	14/05/2020
10	9/05/2020
1	9/05/2020
6	8/05/2020
1	9/05/2020
6	6/05/2020
3	9/05/2020
4	9/05/2020
3	9/05/2020
1	9/05/2020
2	9/05/2020
8	9/05/2020
2	5/05/2020
5	22/05/2020
6	9/05/2020
5	14/05/2020
2	9/05/2020
12	9/05/2020
7	23/05/2020
5	4/05/2020
12	9/05/2020
3	9/05/2020
30	9/05/2020
4	9/05/2020
2	8/05/2020
5	4/05/2020
25	9/05/2020
5	9/05/2020
9	9/05/2020
1	9/05/2020
3	9/05/2020
1	9/05/2020
1	9/05/2020
1	7/05/2020
6	17/05/2020
1	9/05/2020
3	9/05/2020
5	8/05/2020
6	9/05/2020
5	14/05/2020
4	9/05/2020
2	9/05/2020
4	13/05/2020
5	9/05/2020
4	9/05/2020
4	9/05/2020
2	9/05/2020
2	3/05/2020
3	9/05/2020
1	1/05/2020
2	10/05/2020
1	10/05/2020
18	28/05/2020
24	9/05/2020
6	27/05/2020
1	9/05/2020
1	21/05/2020
13	4/05/2020
8	9/05/2020
5	9/05/2020
2	9/05/2020
3	9/05/2020
9	24/05/2020
7	9/05/2020
2	9/05/2020
4	9/05/2020
4	14/05/2020
2	9/05/2020
3	9/05/2020
4	9/05/2020
20	9/05/2020
2	9/05/2020
3	4/05/2020
2	3/05/2020
10	3/05/2020
4	23/05/2020
1	9/05/2020
3	12/05/2020
3	19/05/2020
3	2/05/2020
3	17/05/2020
3	26/05/2020
6	8/05/2020
5	22/05/2020
5	19/05/2020
3	9/05/2020
3	9/05/2020
18	9/05/2020
10	9/05/2020
1	9/05/2020
3	30/05/2020
7	9/05/2020
15	26/05/2020
3	9/05/2020
2	8/05/2020
5	9/05/2020
9	22/05/2020
2	9/05/2020
10	9/05/2020
4	31/05/2020
15	26/05/2020
3	15/05/2020
6	3/05/2020
11	9/05/2020
8	9/05/2020
2	9/05/2020
5	28/05/2020
2	9/05/2020
9	9/05/2020
2	18/05/2020
2	5/05/2020
1	9/05/2020
4	9/05/2020
11	9/05/2020
4	16/05/2020
5	9/05/2020
6	9/05/2020
15	9/05/2020
4	5/05/2020
1	20/05/2020
5	7/05/2020
6	9/05/2020
3	9/05/2020
5	9/05/2020
6	9/05/2020
6	9/05/2020
3	1/05/2020
8	9/05/2020
4	9/05/2020
4	9/05/2020
1	9/05/2020
2	9/05/2020
3	22/05/2020
5	8/05/2020
3	8/05/2020
2	9/05/2020
2	27/05/2020
5	9/05/2020
4	17/05/2020
5	14/05/2020
2	9/05/2020
3	9/05/2020
2	9/05/2020
4	21/05/2020
2	9/05/2020
4	9/05/2020
1	9/05/2020
5	4/05/2020
2	9/05/2020
4	31/05/2020
4	13/05/2020
9	9/05/2020
3	9/05/2020
11	9/05/2020
1	15/05/2020
7	13/05/2020
7	9/05/2020
5	2/05/2020
1	7/05/2020
2	20/06/2020
1	27/06/2020
2	20/06/2020
5	22/06/2020
3	2/06/2020
3	2/06/2020
10	6/06/2020
8	6/06/2020
2	13/06/2020
1	23/06/2020
1	7/06/2020
2	25/06/2020
9	24/06/2020
4	13/06/2020
5	6/06/2020
4	4/06/2020
10	22/06/2020
2	20/06/2020
12	11/06/2020
5	7/06/2020
3	25/06/2020
4	6/06/2020
1	29/06/2020
1	27/06/2020
14	13/06/2020
1	25/06/2020
3	27/06/2020
2	7/06/2020
1	29/06/2020
4	10/06/2020
3	25/06/2020
1	27/06/2020
3	25/06/2020
4	13/06/2020
1	1/06/2020
4	2/06/2020
11	11/06/2020
28	20/06/2020
4	13/06/2020
1	13/06/2020
1	16/06/2020
2	20/06/2020
2	29/06/2020
1	23/06/2020
7	11/06/2020
4	6/06/2020
8	16/06/2020
2	2/06/2020
9	24/06/2020
10	10/06/2020
2	20/06/2020
3	29/06/2020
7	27/06/2020
3	26/06/2020
3	1/06/2020
1	6/06/2020
6	9/06/2020
4	5/06/2020
7	16/06/2020
3	17/06/2020
3	5/06/2020
4	19/06/2020
2	13/06/2020
1	29/06/2020
1	27/06/2020
1	6/06/2020
1	29/06/2020
10	6/06/2020
2	12/06/2020
3	26/06/2020
34	2/06/2020
4	11/06/2020
2	26/06/2020
5	20/06/2020
1	29/06/2020
6	28/06/2020
2	20/06/2020
5	6/06/2020
2	9/06/2020
4	27/06/2020
2	20/06/2020
3	30/06/2020
2	2/06/2020
1	29/06/2020
7	26/06/2020
3	17/06/2020
2	20/06/2020
4	27/06/2020
5	26/06/2020
6	29/06/2020
2	21/06/2020
2	12/06/2020
2	13/06/2020
4	4/06/2020
6	5/06/2020
4	28/06/2020
2	13/06/2020
3	3/06/2020
1	20/06/2020
2	22/06/2020
5	5/06/2020
6	6/06/2020
4	11/06/2020
3	20/06/2020
5	9/06/2020
2	13/06/2020
2	13/06/2020
4	7/06/2020
4	7/06/2020
10	22/06/2020
7	2/06/2020
7	27/06/2020
1	22/06/2020
1	16/06/2020
3	6/06/2020
5	5/06/2020
7	7/06/2020
2	29/06/2020
1	18/06/2020
2	24/06/2020
6	6/06/2020
1	29/06/2020
5	30/06/2020
7	27/06/2020
4	7/06/2020
3	13/06/2020
10	8/06/2020
10	15/06/2020
1	1/06/2020
34	2/06/2020
2	25/06/2020
3	29/06/2020
17	5/06/2020
2	13/06/2020
1	5/06/2020
4	10/06/2020
6	16/06/2020
2	20/06/2020
1	12/06/2020
1	29/06/2020
8	13/06/2020
17	18/06/2020
2	20/06/2020
5	14/06/2020
3	30/06/2020
5	6/06/2020
10	22/06/2020
10	13/06/2020
1	6/06/2020
1	29/06/2020
2	11/06/2020
4	20/06/2020
14	10/06/2020
2	10/06/2020
6	13/06/2020
2	20/06/2020
2	15/06/2020
5	24/06/2020
8	4/06/2020
4	7/06/2020
2	27/06/2020
3	20/06/2020
1	7/06/2020
5	8/06/2020
21	19/06/2020
2	29/06/2020
7	8/06/2020
1	12/06/2020
1	18/06/2020
12	28/06/2020
9	7/06/2020
2	20/06/2020
1	29/06/2020
1	27/06/2020
1	7/06/2020
8	6/06/2020
1	8/06/2020
1	27/06/2020
4	6/06/2020
2	13/06/2020
10	6/06/2020
1	22/06/2020
1	12/06/2020
31	1/06/2020
2	20/06/2020
3	20/06/2020
8	12/06/2020
2	4/06/2020
3	29/06/2020
3	13/06/2020
7	20/06/2020
11	6/06/2020
1	17/06/2020
9	24/06/2020
3	11/07/2020
4	29/07/2020
2	8/07/2020
1	29/07/2020
1	31/07/2020
1	24/07/2020
3	19/07/2020
3	19/07/2020
1	16/07/2020
1	25/07/2020
2	10/07/2020
7	18/07/2020
2	7/07/2020
6	28/07/2020
1	6/07/2020
3	24/07/2020
3	25/07/2020
2	30/07/2020
1	14/07/2020
7	19/07/2020
2	13/07/2020
3	3/07/2020
1	25/07/2020
2	4/07/2020
4	29/07/2020
4	29/07/2020
5	19/07/2020
1	24/07/2020
2	5/07/2020
2	11/07/2020
2	13/07/2020
12	20/07/2020
1	4/07/2020
1	15/07/2020
6	9/07/2020
4	3/07/2020
2	19/07/2020
5	18/07/2020
2	13/07/2020
2	11/07/2020
1	1/07/2020
5	23/07/2020
6	5/07/2020
2	29/07/2020
3	10/07/2020
3	29/07/2020
13	13/07/2020
8	15/07/2020
1	31/07/2020
1	6/07/2020
24	17/07/2020
5	20/07/2020
2	28/07/2020
10	9/07/2020
2	17/07/2020
1	27/07/2020
3	9/07/2020
1	8/07/2020
1	7/07/2020
1	25/07/2020
5	19/07/2020
19	16/07/2020
5	3/07/2020
3	8/07/2020
6	31/07/2020
1	12/07/2020
5	4/07/2020
5	26/07/2020
2	11/07/2020
5	27/07/2020
2	8/07/2020
2	19/07/2020
10	29/07/2020
3	15/07/2020
2	1/07/2020
3	23/07/2020
8	19/07/2020
2	31/07/2020
1	25/07/2020
2	5/07/2020
2	1/07/2020
2	19/07/2020
4	4/07/2020
2	19/07/2020
6	31/07/2020
2	7/07/2020
9	16/07/2020
13	23/07/2020
3	24/07/2020
2	17/07/2020
1	16/07/2020
2	4/07/2020
1	16/07/2020
10	29/07/2020
6	26/07/2020
6	18/07/2020
8	10/07/2020
1	27/07/2020
3	31/07/2020
5	19/07/2020
1	25/07/2020
1	3/07/2020
3	15/07/2020
1	4/07/2020
2	19/07/2020
1	14/07/2020
3	15/07/2020
5	23/07/2020
2	22/07/2020
4	5/07/2020
15	11/07/2020
4	5/07/2020
5	18/07/2020
2	17/07/2020
6	18/07/2020
3	6/07/2020
2	28/07/2020
3	9/07/2020
10	29/07/2020
1	22/07/2020
4	25/07/2020
3	31/07/2020
1	11/07/2020
6	5/07/2020
3	19/07/2020
2	11/07/2020
2	11/07/2020
5	29/07/2020
2	19/07/2020
2	11/07/2020
2	2/07/2020
1	11/07/2020
1	29/07/2020
2	2/07/2020
15	29/07/2020
8	31/07/2020
1	25/07/2020
3	3/07/2020
5	29/07/2020
7	18/07/2020
3	1/07/2020
3	4/07/2020
10	11/07/2020
4	3/07/2020
2	18/07/2020
2	5/07/2020
8	4/07/2020
8	14/07/2020
4	27/07/2020
2	25/07/2020
2	8/07/2020
5	20/07/2020
20	29/07/2020
5	29/07/2020
5	4/07/2020
4	28/07/2020
8	19/07/2020
4	1/07/2020
2	1/07/2020
8	25/07/2020
1	16/07/2020
6	16/07/2020
1	29/07/2020
8	26/07/2020
1	25/07/2020
8	3/07/2020
11	27/07/2020
4	11/07/2020
4	1/07/2020
18	30/07/2020
6	25/07/2020
3	23/07/2020
1	11/07/2020
2	18/07/2020
3	29/07/2020
9	11/07/2020
1	10/07/2020
1	22/07/2020
7	18/07/2020
15	29/07/2020
5	5/07/2020
2	4/07/2020
1	14/07/2020
5	4/07/2020
1	18/07/2020
1	8/07/2020
4	23/07/2020
14	26/07/2020
3	11/07/2020
15	29/07/2020
20	4/07/2020
4	19/07/2020
2	14/07/2020
1	16/07/2020
4	4/07/2020
1	25/07/2020
1	25/07/2020
4	18/07/2020
1	27/07/2020
1	6/07/2020
3	24/07/2020
3	4/07/2020
5	31/07/2020
2	21/08/2020
1	7/08/2020
2	2/08/2020
8	4/08/2020
5	15/08/2020
1	11/08/2020
9	29/08/2020
1	30/08/2020
1	30/08/2020
1	14/08/2020
9	2/08/2020
5	11/08/2020
5	10/08/2020
23	2/08/2020
6	22/08/2020
23	25/08/2020
1	7/08/2020
5	30/08/2020
4	28/08/2020
2	19/08/2020
3	16/08/2020
11	23/08/2020
4	30/08/2020
1	14/08/2020
3	1/08/2020
4	30/08/2020
2	29/08/2020
1	16/08/2020
2	16/08/2020
7	21/08/2020
17	12/08/2020
1	29/08/2020
5	1/08/2020
1	15/08/2020
7	8/08/2020
1	29/08/2020
8	21/08/2020
1	29/08/2020
1	22/08/2020
2	20/08/2020
5	30/08/2020
2	18/08/2020
2	18/08/2020
1	28/08/2020
1	29/08/2020
4	23/08/2020
8	23/08/2020
11	13/08/2020
2	29/08/2020
1	30/08/2020
4	6/08/2020
9	11/08/2020
5	1/08/2020
1	29/08/2020
1	14/08/2020
4	25/08/2020
3	24/08/2020
1	17/08/2020
8	25/08/2020
1	29/08/2020
2	21/08/2020
1	28/08/2020
3	20/08/2020
8	30/08/2020
5	31/08/2020
10	28/08/2020
6	7/08/2020
2	2/08/2020
9	2/08/2020
6	15/08/2020
10	7/08/2020
60	1/08/2020
4	10/08/2020
3	26/08/2020
10	21/08/2020
2	22/08/2020
5	1/08/2020
5	30/08/2020
2	24/08/2020
12	27/08/2020
2	8/08/2020
3	1/08/2020
6	22/08/2020
4	9/08/2020
4	30/08/2020
3	17/08/2020
2	1/08/2020
3	5/08/2020
1	9/08/2020
1	16/08/2020
1	29/08/2020
8	23/08/2020
1	29/08/2020
60	1/08/2020
2	29/08/2020
5	29/08/2020
11	29/08/2020
25	16/08/2020
5	13/08/2020
2	1/08/2020
3	2/08/2020
1	29/08/2020
3	23/08/2020
1	11/08/2020
26	7/08/2020
2	30/08/2020
8	30/08/2020
5	30/08/2020
14	22/08/2020
3	5/08/2020
6	22/08/2020
4	23/08/2020
2	20/08/2020
2	12/08/2020
7	28/08/2020
4	24/08/2020
4	13/08/2020
5	17/08/2020
11	8/08/2020
8	30/08/2020
19	9/08/2020
8	15/08/2020
5	17/08/2020
10	2/08/2020
3	30/08/2020
4	2/08/2020
8	23/08/2020
3	3/08/2020
4	23/08/2020
3	31/08/2020
2	9/08/2020
16	5/08/2020
4	30/08/2020
1	7/08/2020
1	29/08/2020
8	30/08/2020
4	15/08/2020
4	2/08/2020
10	5/08/2020
1	7/08/2020
1	18/08/2020
1	7/08/2020
3	22/08/2020
4	9/08/2020
5	15/08/2020
8	30/08/2020
1	8/08/2020
4	30/08/2020
2	16/08/2020
4	10/08/2020
2	23/08/2020
8	1/08/2020
9	2/08/2020
5	10/08/2020
2	10/08/2020
1	29/08/2020
1	15/08/2020
23	25/08/2020
9	8/08/2020
7	8/08/2020
8	28/08/2020
3	17/08/2020
2	6/08/2020
2	17/08/2020
4	6/08/2020
3	17/08/2020
6	9/08/2020
9	9/08/2020
60	1/08/2020
2	22/08/2020
3	26/08/2020
9	2/08/2020
6	22/08/2020
1	29/08/2020
5	13/08/2020
2	30/08/2020
4	23/08/2020
17	23/08/2020
5	1/08/2020
15	16/08/2020
6	22/08/2020
4	8/08/2020
15	17/08/2020
8	26/08/2020
9	7/08/2020
4	30/08/2020
60	1/08/2020
1	17/08/2020
8	22/08/2020
8	16/08/2020
4	31/08/2020
5	30/08/2020
1	26/09/2020
1	23/09/2020
10	25/09/2020
3	19/09/2020
1	16/09/2020
20	6/09/2020
1	26/09/2020
1	2/09/2020
20	6/09/2020
9	27/09/2020
1	12/09/2020
12	5/09/2020
3	21/09/2020
3	20/09/2020
4	16/09/2020
6	27/09/2020
11	24/09/2020
2	30/09/2020
2	18/09/2020
1	29/09/2020
4	30/09/2020
11	20/09/2020
6	25/09/2020
13	11/09/2020
3	5/09/2020
16	22/09/2020
2	8/09/2020
1	26/09/2020
3	6/09/2020
20	20/09/2020
3	25/09/2020
2	19/09/2020
2	12/09/2020
1	6/09/2020
2	14/09/2020
11	12/09/2020
7	14/09/2020
1	16/09/2020
3	19/09/2020
1	26/09/2020
2	22/09/2020
3	22/09/2020
11	24/09/2020
1	5/09/2020
12	5/09/2020
7	3/09/2020
2	26/09/2020
6	27/09/2020
7	26/09/2020
1	13/09/2020
20	20/09/2020
4	20/09/2020
1	15/09/2020
2	26/09/2020
1	30/09/2020
6	6/09/2020
1	15/09/2020
8	24/09/2020
2	27/09/2020
1	8/09/2020
2	26/09/2020
2	20/09/2020
5	24/09/2020
13	19/09/2020
4	19/09/2020
1	17/09/2020
2	19/09/2020
5	26/09/2020
2	18/09/2020
20	27/09/2020
1	13/09/2020
2	26/09/2020
6	6/09/2020
1	16/09/2020
2	23/09/2020
1	15/09/2020
6	6/09/2020
1	17/09/2020
2	19/09/2020
10	6/09/2020
2	26/09/2020
1	5/09/2020
6	3/09/2020
2	1/09/2020
3	24/09/2020
10	6/09/2020
1	6/09/2020
1	27/09/2020
5	24/09/2020
2	13/09/2020
1	8/09/2020
20	28/09/2020
3	13/09/2020
9	27/09/2020
1	5/09/2020
4	27/09/2020
2	26/09/2020
1	2/09/2020
8	24/09/2020
20	20/09/2020
1	12/09/2020
2	22/09/2020
2	29/09/2020
2	20/09/2020
5	20/09/2020
12	5/09/2020
2	16/09/2020
9	27/09/2020
4	4/09/2020
4	19/09/2020
3	12/09/2020
2	20/09/2020
1	6/09/2020
9	27/09/2020
6	6/09/2020
2	2/09/2020
2	22/09/2020
20	14/09/2020
1	26/09/2020
35	7/09/2020
3	4/09/2020
10	19/09/2020
4	22/09/2020
2	26/09/2020
8	5/09/2020
3	26/09/2020
1	27/09/2020
5	5/09/2020
7	29/09/2020
1	16/09/2020
1	12/09/2020
11	25/09/2020
22	6/09/2020
4	27/09/2020
6	19/09/2020
3	2/09/2020
11	21/09/2020
3	20/09/2020
3	21/09/2020
35	7/09/2020
4	16/09/2020
2	16/09/2020
15	4/09/2020
1	16/09/2020
12	5/09/2020
1	14/09/2020
11	12/09/2020
3	14/09/2020
2	23/09/2020
2	26/09/2020
1	6/09/2020
2	16/09/2020
2	11/09/2020
2	23/09/2020
10	28/09/2020
7	23/09/2020
6	19/09/2020
3	26/09/2020
5	27/09/2020
2	26/09/2020
6	12/09/2020
1	12/09/2020
8	29/09/2020
1	27/09/2020
3	6/09/2020
9	27/09/2020
1	16/09/2020
2	20/09/2020
3	5/09/2020
1	24/09/2020
5	20/09/2020
1	12/09/2020
31	6/09/2020
2	16/09/2020
1	29/09/2020
2	15/09/2020
2	22/09/2020
2	23/09/2020
11	27/09/2020
8	24/09/2020
2	19/09/2020
1	12/09/2020
3	11/09/2020
9	11/09/2020
3	26/09/2020
3	7/09/2020
3	2/09/2020
1	18/09/2020
1	26/09/2020
2	9/09/2020
3	19/09/2020
1	12/09/2020
20	6/09/2020
3	5/09/2020
2	13/09/2020
1	26/09/2020
2	18/09/2020
5	25/09/2020
8	29/09/2020
1	26/09/2020
13	19/09/2020
4	27/09/2020
1	26/09/2020
1	12/09/2020
2	25/09/2020
2	14/09/2020
9	27/09/2020
10	6/09/2020
4	20/09/2020
2	21/09/2020
4	30/09/2020
13	19/09/2020
12	17/09/2020
4	26/09/2020
3	24/09/2020
2	19/09/2020
2	22/09/2020
3	10/09/2020
2	27/09/2020
20	23/10/2020
1	17/10/2020
1	17/10/2020
14	17/10/2020
2	5/10/2020
11	12/10/2020
4	23/10/2020
1	25/10/2020
1	25/10/2020
4	18/10/2020
5	2/10/2020
11	17/10/2020
11	17/10/2020
5	17/10/2020
5	17/10/2020
1	23/10/2020
5	18/10/2020
2	17/10/2020
7	17/10/2020
2	18/10/2020
3	17/10/2020
3	16/10/2020
5	11/10/2020
4	18/10/2020
25	6/10/2020
5	24/10/2020
15	17/10/2020
5	7/10/2020
1	23/10/2020
2	30/10/2020
18	15/10/2020
4	15/10/2020
10	17/10/2020
12	28/10/2020
5	16/10/2020
5	11/10/2020
7	18/10/2020
7	25/10/2020
4	24/10/2020
6	21/10/2020
2	23/10/2020
8	7/10/2020
1	23/10/2020
7	17/10/2020
6	17/10/2020
2	15/10/2020
1	17/10/2020
4	17/10/2020
13	17/10/2020
5	19/10/2020
1	9/10/2020
3	11/10/2020
7	28/10/2020
2	30/10/2020
4	23/10/2020
8	17/10/2020
7	18/10/2020
20	28/10/2020
1	17/10/2020
2	17/10/2020
2	17/10/2020
3	20/10/2020
7	18/10/2020
1	17/10/2020
35	13/10/2020
4	15/10/2020
5	18/10/2020
3	10/10/2020
5	18/10/2020
2	5/10/2020
14	17/10/2020
2	16/10/2020
11	17/10/2020
16	31/10/2020
7	18/10/2020
2	18/10/2020
4	21/10/2020
3	1/10/2020
2	23/10/2020
3	5/10/2020
4	11/10/2020
4	17/10/2020
5	3/10/2020
6	20/10/2020
8	17/10/2020
5	25/10/2020
1	7/10/2020
8	21/10/2020
2	17/10/2020
11	17/10/2020
1	31/10/2020
2	17/10/2020
1	31/10/2020
4	12/10/2020
2	10/10/2020
7	25/10/2020
2	17/10/2020
8	17/10/2020
1	17/10/2020
14	17/10/2020
4	17/10/2020
8	7/10/2020
1	29/10/2020
6	4/10/2020
4	17/10/2020
7	25/10/2020
13	23/10/2020
1	6/10/2020
2	17/10/2020
2	17/10/2020
7	31/10/2020
15	29/10/2020
1	10/10/2020
5	12/10/2020
7	17/10/2020
1	17/10/2020
5	17/10/2020
3	7/10/2020
10	3/10/2020
2	18/10/2020
4	18/10/2020
4	29/10/2020
1	25/10/2020
1	25/10/2020
1	5/10/2020
8	17/10/2020
19	23/10/2020
8	17/10/2020
5	24/10/2020
2	17/10/2020
5	17/10/2020
2	18/10/2020
1	16/10/2020
3	7/10/2020
8	17/10/2020
1	19/10/2020
3	18/10/2020
4	17/10/2020
1	17/10/2020
12	17/10/2020
2	17/10/2020
1	17/10/2020
1	17/10/2020
5	17/10/2020
5	17/10/2020
1	23/10/2020
2	23/10/2020
2	17/10/2020
7	17/10/2020
4	9/10/2020
2	19/10/2020
14	17/10/2020
7	31/10/2020
1	24/10/2020
5	23/10/2020
1	11/10/2020
5	17/10/2020
1	31/10/2020
1	9/10/2020
2	11/10/2020
12	17/10/2020
4	23/10/2020
6	7/10/2020
11	17/10/2020
5	25/10/2020
25	6/10/2020
6	4/10/2020
2	23/10/2020
2	23/10/2020
3	17/10/2020
6	3/10/2020
1	27/10/2020
7	17/10/2020
4	18/10/2020
14	17/10/2020
2	17/10/2020
5	25/10/2020
7	25/10/2020
1	7/10/2020
2	17/10/2020
1	31/10/2020
11	17/10/2020
3	7/10/2020
4	18/10/2020
6	17/10/2020
1	14/10/2020
2	18/10/2020
2	11/10/2020
8	17/10/2020
1	9/10/2020
4	31/10/2020
8	7/10/2020
4	11/10/2020
2	11/10/2020
1	31/10/2020
7	17/10/2020
2	18/10/2020
2	17/10/2020
1	3/10/2020
1	7/10/2020
1	25/10/2020
14	17/10/2020
3	12/10/2020
2	4/10/2020
2	10/10/2020
1	14/10/2020
2	24/10/2020
2	17/10/2020
7	17/10/2020
4	11/10/2020
1	24/10/2020
14	17/10/2020
6	17/10/2020
2	17/10/2020
4	11/10/2020
3	7/10/2020
2	26/10/2020
1	18/10/2020
12	1/10/2020
6	8/10/2020
2	17/10/2020
8	7/10/2020
3	13/10/2020
6	21/10/2020
2	17/10/2020
3	7/10/2020
12	1/10/2020
5	31/10/2020
1	12/10/2020
1	9/10/2020
1	22/10/2020
1	22/10/2020
11	5/10/2020
7	17/10/2020
15	29/10/2020
2	29/10/2020
2	17/10/2020
6	7/10/2020
3	17/10/2020
6	15/10/2020
5	24/10/2020
5	17/10/2020
2	11/10/2020
2	15/10/2020
3	17/10/2020
1	16/10/2020
2	17/10/2020
1	12/10/2020
1	18/10/2020
1	7/10/2020
4	17/10/2020
2	17/10/2020
1	18/10/2020
7	17/10/2020
3	3/10/2020
3	17/10/2020
6	17/10/2020
1	22/10/2020
6	20/10/2020
7	17/10/2020
6	23/10/2020
8	7/10/2020
2	23/10/2020
7	17/10/2020
5	7/10/2020
1	12/10/2020
12	3/10/2020
2	18/10/2020
2	23/10/2020
4	22/10/2020
1	25/10/2020
6	12/10/2020
8	11/10/2020
1	2/10/2020
5	17/10/2020
2	17/10/2020
14	17/10/2020
2	17/10/2020
1	11/10/2020
2	3/10/2020
1	9/10/2020
20	2/10/2020
1	31/10/2020
2	17/10/2020
2	17/10/2020
2	29/10/2020
4	29/10/2020
7	3/10/2020
4	17/10/2020
1	22/10/2020
7	9/10/2020
4	25/10/2020
4	9/10/2020
1	30/10/2020
3	3/10/2020
5	17/10/2020
1	17/10/2020
2	30/10/2020
4	24/10/2020
1	17/10/2020
1	25/10/2020
1	23/10/2020
3	7/10/2020
6	11/10/2020
2	17/10/2020
1	25/10/2020
5	16/10/2020
7	25/10/2020
2	17/10/2020
8	17/10/2020
5	17/10/2020
2	31/10/2020
11	17/10/2020
1	3/10/2020
11	14/10/2020
3	19/10/2020
20	17/10/2020
2	17/10/2020
4	18/10/2020
11	2/10/2020
3	19/10/2020
20	28/10/2020
7	18/10/2020
4	17/10/2020
11	17/10/2020
5	9/10/2020
19	23/10/2020
5	17/10/2020
1	25/10/2020
2	24/10/2020
7	13/10/2020
10	8/10/2020
35	13/10/2020
3	17/10/2020
2	15/10/2020
12	28/10/2020
1	21/10/2020
2	3/10/2020
4	29/10/2020
2	17/10/2020
6	7/10/2020
2	24/10/2020
2	17/10/2020
3	17/10/2020
8	7/10/2020
5	18/10/2020
14	17/10/2020
1	7/10/2020
3	13/10/2020
1	23/10/2020
2	17/10/2020
12	1/10/2020
3	22/10/2020
1	18/10/2020
2	18/10/2020
5	8/10/2020
4	27/10/2020
3	13/10/2020
3	10/10/2020
5	17/10/2020
1	23/10/2020
9	9/10/2020
1	24/10/2020
6	26/10/2020
4	17/10/2020
5	11/10/2020
1	3/10/2020
4	31/10/2020
1	1/10/2020
2	12/10/2020
25	17/10/2020
3	10/10/2020
2	23/10/2020
1	25/10/2020
11	17/10/2020
1	25/10/2020
5	17/10/2020
1	18/10/2020
2	17/10/2020
2	17/10/2020
1	22/10/2020
7	17/10/2020
7	17/10/2020
3	22/10/2020
4	13/10/2020
11	17/10/2020
5	12/10/2020
1	5/10/2020
5	13/10/2020
5	3/10/2020
1	7/10/2020
4	21/10/2020
1	11/10/2020
1	22/10/2020
14	17/10/2020
2	17/10/2020
1	27/10/2020
4	17/10/2020
1	7/10/2020
